,address
1984,"Баррикадная улица, 2/1, строение 1"
1985,"Баррикадная улица, 2/1, строение 1"
1986,"Тверской бульвар, 24, строение 1"
1987,"Ломоносовский проспект, 13"
1988,"Ломоносовский проспект, 21"
1989,"улица Вавилова, 66"
1990,"улица Вавилова, 66"
1991,"улица Вавилова, 66"
1992,"улица Новаторов, 34, корпус 1"
1993,"улица Новаторов, 34, корпус 2"
1994,"улица Гарибальди, 8, корпус 1"
1995,"улица Марии Ульяновой, 21"
1996,"улица Марии Ульяновой, 5А"
1997,"улица Шаболовка, 56"
1998,"Ленинский проспект, 8, корпус 5"
1999,"Ленинский проспект, 89/2"
2000,"Ленинский проспект, 93А"
2001,"улица Шаболовка, 58"
2002,"Ленинский проспект, 105"
2003,"Ленинский проспект, 34А"
2004,"Ленинский проспект, 39А"
2005,"улица Фотиевой, 14, корпус 1"
2006,"улица Фотиевой, 14, корпус 3"
2007,"Университетский проспект, 4А"
2008,"Университетский проспект, 3"
2009,"Университетский проспект, 7"
2010,"Ломоносовский проспект, 4, корпус 3"
2011,"улица Строителей, 15"
2012,"улица Крупской, 12"
2013,"Ленинский проспект, 83А"
2014,"улица Панфёрова, 8, корпус 1"
2015,"Авиамоторная улица, 50, строение 1"
2016,"Авиамоторная улица, 2"
2017,"Душинская улица, 7, строение 1"
2018,"Душинская улица, 7, строение 1"
2019,"Малая Пироговская улица, 15"
2020,"Усачёва улица, 52"
2021,"Полярная улица, 33, строение 2"
2022,"Соймоновский проезд, 5"
2023,"Комсомольский проспект, 47А"
2024,"улица Хамовнический Вал, 28, строение 2"
2025,"улица Доватора, 10, строение 1"
2026,"Лужнецкая набережная, 8, строение 1"
2027,"Никольская улица, 5/1, строение 3"
2028,"улица Тимура Фрунзе, 3, строение 4"
2029,"Малый Власьевский переулок, 12, строение 2"
2030,"Ветошный переулок, 9"
2031,"улица Остоженка, 36"
2032,"Пречистенская набережная, 15, строение 2"
2033,"Гоголевский бульвар, 17, строение 1"
2034,"улица Остоженка, 12/1, строение 1"
2035,"улица Доватора, 8"
2036,"улица Ильинка, 4"
2037,"улица Ильинка, 4"
2038,"Зубовский бульвар, 13, строение 2"
2039,"Погодинская улица, 20/3, строение 1"
2040,"Пречистенская набережная, 13, строение 1"
2041,"Богоявленский переулок, 6, строение 2"
2042,"1-й Неопалимовский переулок, 6"
2043,"улица Большая Ордынка, 21/16, строение 9"
2044,"Садовническая улица, 54, строение 2"
2045,"Новокузнецкая улица, 39"
2046,"Новокузнецкая улица, 39"
2047,"улица Бахрушина, 25"
2048,"улица Бахрушина, 25"
2049,"улица Бахрушина, 25"
2050,"улица Бахрушина, 25"
2051,"улица Бахрушина, 25"
2052,"улица Бахрушина, 25"
2053,"улица Бахрушина, 25"
2054,"улица Балчуг, 1"
2055,"улица Балчуг, 1"
2056,"улица Балчуг, 1"
2057,"Шлюзовая набережная, 2/1, строение 1"
2058,"Дубининская улица, 25, строение 1"
2059,"Раушская набережная, 22/21, строение 1"
2060,"Пятницкая улица, 46, строение 3"
2061,"Садовническая улица, 57А, строение 1"
2062,"Стремянный переулок, 33/35"
2063,"Кожевническая улица, 15, строение 1"
2064,"Садовническая набережная, 37, строение 1"
2065,"Кожевническая улица, 11/13, строение 1"
2066,"Садовническая улица, 76/71, строение 1"
2067,"Дубининская улица, 27, строение 1"
2068,"Люсиновская улица, 36, строение 2"
2069,"Малый Татарский переулок, 8, строение 1"
2070,"2-й Новокузнецкий переулок, 13/15, строение 1"
2071,"Пятницкая улица, 25, строение 1"
2072,"Кожевническая улица, 10, строение 1"
2073,"1-й Люсиновский переулок, 3Б"
2074,"Пятницкая улица, 74, строение 3"
2075,"Большой Овчинниковский переулок, 18, строение 2"
2076,"Большая Татарская улица, 21, строение 4"
2077,"Садовническая набережная, 69"
2078,"Шлюзовая набережная, 6, строение 1"
2079,"Озерковская набережная, 22/24, строение 2"
2080,"Стремянный переулок, 36"
2081,"Садовническая улица, 84, строение 3"
2082,"Новокузнецкая улица, 1, строение 3"
2083,"Пятницкая улица, 29"
2084,"Пятницкая улица, 29"
2085,"Пятницкая улица, 29"
2086,"Пятницкая улица, 29"
2087,"Пятницкая улица, 29"
2088,"Пятницкая улица, 29"
2089,"Пятницкая улица, 29"
2090,"Пятницкая улица, 29"
2091,"Пятницкая улица, 26"
2092,"Пятницкая улица, 26"
2093,"Большая Серпуховская улица, 8/7, строение 2"
